customer_id,rec_1,rec_2,rec_3,rec_4,rec_5
WMT_45410,Avocado Hass each,Celery Stalk bunch,Great Value Large Eggs 12ct,,
WMT_47614,Great Value Penne Pasta 16oz,,,,
WMT_09531,Russet Potatoes 5lb Bag,Campbells Tomato Soup 10.75oz,,,
WMT_24641,Celery Stalk bunch,,,,
WMT_14697,Great Value Sugar Granulated 4lb,,,,
WMT_35394,Cucumber each,,,,
WMT_44974,Russet Potatoes 5lb Bag,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_29961,Great Value Chicken Broth 32oz,,,,
WMT_47480,Great Value Penne Pasta 16oz,,,,
WMT_47314,Cucumber each,,,,
WMT_33572,Garlic Bulb 3-Pack,,,,
WMT_28299,Heinz Tomato Ketchup 32oz,,,,
WMT_25206,Cucumber each,,,,
WMT_33725,Cucumber each,Marketside Baby Spinach 5oz,Great Value Greek Yogurt Plain 32oz,,
WMT_34767,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_29231,Avocado Hass each,Great Value Unsalted Butter 1lb,,,
WMT_42762,Garlic Bulb 3-Pack,Marketside Organic Bananas 3lb,,,
WMT_11927,Great Value All Purpose Flour 5lb,,,,
WMT_33334,Roma Tomatoes per lb,Philadelphia Original Cream Cheese 8oz,,,
WMT_35511,Roma Tomatoes per lb,,,,
WMT_00813,Great Value Spaghetti 16oz,Great Value Greek Yogurt Plain 32oz,,,
WMT_13476,Cucumber each,,,,
WMT_14684,Great Value Spaghetti 16oz,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_32512,Roma Tomatoes per lb,Celery Stalk bunch,,,
WMT_49222,Marketside Baby Spinach 5oz,,,,
WMT_25449,Baby Carrots 1lb Bag,,,,
WMT_13888,Roma Tomatoes per lb,Great Value All Purpose Flour 5lb,,,
WMT_12364,Great Value Penne Pasta 16oz,,,,
WMT_08761,Green Bell Pepper each,,,,
WMT_35368,Celery Stalk bunch,Kraft Mac and Cheese Original 7.25oz,,,
WMT_16399,Great Value All Purpose Flour 5lb,Great Value Penne Pasta 16oz,,,
WMT_45310,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_38697,Yellow Onion 3lb Bag,,,,
WMT_32243,Avocado Hass each,,,,
WMT_11700,Hunts Diced Tomatoes 14.5oz,Green Bell Pepper each,Russet Potatoes 5lb Bag,,
WMT_18573,Yellow Onion 3lb Bag,,,,
WMT_18627,Broccoli Crowns per lb,,,,
WMT_10418,Baby Carrots 1lb Bag,,,,
WMT_32914,Baby Carrots 1lb Bag,,,,
WMT_27241,Hunts Diced Tomatoes 14.5oz,,,,
WMT_35252,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,Great Value 2% Reduced Fat Milk 1 Gal,Great Value Apple Juice 64oz,
WMT_13158,Baby Carrots 1lb Bag,,,,
WMT_23275,Great Value Spaghetti 16oz,,,,
WMT_20470,Great Value Penne Pasta 16oz,,,,
WMT_13152,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_45145,Roma Tomatoes per lb,Kraft Mac and Cheese Original 7.25oz,,,
WMT_44197,Marketside Organic Bananas 3lb,Marketside Shredded Cheddar 8oz,,,
WMT_29718,Avocado Hass each,Marketside Baby Spinach 5oz,,,
WMT_03945,Green Bell Pepper each,,,,
WMT_41219,Green Bell Pepper each,Cucumber each,Celery Stalk bunch,,
WMT_42276,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_13900,Lemon each,Great Value Canola Oil 48oz,,,
WMT_16652,Pork Loin Chops Boneless per lb,,,,
WMT_01120,Great Value Penne Pasta 16oz,,,,
WMT_26506,Russet Potatoes 5lb Bag,,,,
WMT_41927,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_04781,Garlic Bulb 3-Pack,,,,
WMT_20102,Lemon each,,,,
WMT_16134,Marketside Organic Bananas 3lb,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,,
WMT_06832,Great Value American Cheese Slices 16oz,,,,
WMT_26742,Baby Carrots 1lb Bag,,,,
WMT_08327,Marketside Organic Bananas 3lb,,,,
WMT_38595,Garlic Bulb 3-Pack,,,,
WMT_16350,Marketside Organic Bananas 3lb,,,,
WMT_48042,Garlic Bulb 3-Pack,,,,
WMT_00705,Lemon each,,,,
WMT_35499,Baby Carrots 1lb Bag,,,,
WMT_15549,Baby Carrots 1lb Bag,,,,
WMT_16477,Campbells Tomato Soup 10.75oz,Great Value Large Eggs 12ct,,,
WMT_17476,Cucumber each,,,,
WMT_21479,Green Bell Pepper each,,,,
WMT_19877,Marketside Organic Bananas 3lb,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb,,
WMT_19108,Broccoli Crowns per lb,,,,
WMT_08537,Broccoli Crowns per lb,Great Value Canola Oil 48oz,,,
WMT_01274,Marketside Organic Bananas 3lb,,,,
WMT_30324,Russet Potatoes 5lb Bag,Great Value Sugar Granulated 4lb,,,
WMT_06754,Broccoli Crowns per lb,Roma Tomatoes per lb,,,
WMT_28399,Great Value Canola Oil 48oz,Marketside Fresh Mozzarella 8oz,,,
WMT_16495,Philadelphia Original Cream Cheese 8oz,,,,
WMT_34877,Stouffers Lasagna with Meat Sauce 10oz,,,,
WMT_01195,Baby Carrots 1lb Bag,Heinz Tomato Ketchup 32oz,Philadelphia Original Cream Cheese 8oz,,
WMT_47348,Great Value Long Grain White Rice 5lb,,,,
WMT_45611,Celery Stalk bunch,,,,
WMT_26334,Heinz Tomato Ketchup 32oz,,,,
WMT_03420,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_11257,Roma Tomatoes per lb,Great Value Chicken Broth 32oz,Marketside Shredded Cheddar 8oz,,
WMT_42510,Celery Stalk bunch,,,,
WMT_42720,Marketside Organic Bananas 3lb,Celery Stalk bunch,Great Value Extra Virgin Olive Oil 17oz,Great Value Penne Pasta 16oz,
WMT_44994,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_14716,Hunts Diced Tomatoes 14.5oz,,,,
WMT_32821,Tropicana Orange Juice No Pulp 52oz,,,,
WMT_40232,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_09926,Garlic Bulb 3-Pack,,,,
WMT_08223,Great Value Spaghetti 16oz,,,,
WMT_06659,Green Bell Pepper each,Baby Carrots 1lb Bag,Great Value 2% Reduced Fat Milk 1 Gal,,
WMT_25933,Garlic Bulb 3-Pack,,,,
WMT_31504,Broccoli Crowns per lb,Yellow Onion 3lb Bag,,,
WMT_26390,Russet Potatoes 5lb Bag,,,,
WMT_15651,Cucumber each,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_41395,Garlic Bulb 3-Pack,Great Value Long Grain White Rice 5lb,,,
WMT_10662,Great Value Long Grain White Rice 5lb,,,,
WMT_00238,Roma Tomatoes per lb,,,,
WMT_17484,Cucumber each,Marketside Organic Bananas 3lb,,,
WMT_07278,Great Value Honey Nut Toasted Oats 27oz,,,,
WMT_24630,Celery Stalk bunch,,,,
WMT_49353,Lemon each,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_20119,Great Value All Purpose Flour 5lb,,,,
WMT_27101,Great Value Unsalted Butter 1lb,,,,
WMT_04899,Great Value Spaghetti 16oz,,,,
WMT_07106,Great Value Chicken Broth 32oz,,,,
WMT_49692,Great Value 2% Reduced Fat Milk 1 Gal,Lays Classic Potato Chips 8oz,,,
WMT_37667,Avocado Hass each,Great Value Canola Oil 48oz,,,
WMT_24492,Great Value Granola Bars Oats Honey 8ct,,,,
WMT_00765,Yellow Onion 3lb Bag,Hunts Diced Tomatoes 14.5oz,,,
WMT_21177,Cucumber each,Kraft Mac and Cheese Original 7.25oz,,,
WMT_25662,Marketside Shredded Cheddar 8oz,Daisy Sour Cream 16oz,Bounty Select-A-Size Paper Towels 8 Rolls,,
WMT_47907,Baby Carrots 1lb Bag,Roma Tomatoes per lb,,,
WMT_02082,Cucumber each,Great Value Long Grain White Rice 5lb,,,
WMT_04210,Russet Potatoes 5lb Bag,,,,
WMT_03994,Great Value Long Grain White Rice 5lb,,,,
WMT_13653,Lemon each,Great Value Canola Oil 48oz,,,
WMT_08694,Marketside Shredded Cheddar 8oz,,,,
WMT_45323,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb,Great Value Sliced Bacon 16oz,,
WMT_29045,Cucumber each,,,,
WMT_13182,Great Value Spaghetti 16oz,Kraft Mac and Cheese Original 7.25oz,Great Value Canola Oil 48oz,,
WMT_47031,Great Value All Purpose Flour 5lb,Heinz Tomato Ketchup 32oz,Great Value Greek Yogurt Plain 32oz,,
WMT_01724,Russet Potatoes 5lb Bag,Bounty Select-A-Size Paper Towels 8 Rolls,,,
WMT_05951,Celery Stalk bunch,Great Value Canola Oil 48oz,,,
WMT_27056,Avocado Hass each,,,,
WMT_42463,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_32483,Celery Stalk bunch,,,,
WMT_09196,Great Value Canola Oil 48oz,Philadelphia Original Cream Cheese 8oz,,,
WMT_48287,Garlic Bulb 3-Pack,Yellow Onion 3lb Bag,,,
WMT_38858,Great Value Unsalted Butter 1lb,,,,
WMT_29566,Broccoli Crowns per lb,Great Value Greek Yogurt Plain 32oz,,,
WMT_35333,Campbells Tomato Soup 10.75oz,,,,
WMT_10865,Great Value All Purpose Flour 5lb,,,,
WMT_19021,Marketside Baby Spinach 5oz,Great Value All Purpose Flour 5lb,Atlantic Salmon Fillet per lb,Great Value Dish Soap Original 24oz,
WMT_14351,Yellow Onion 3lb Bag,Celery Stalk bunch,,,
WMT_46303,Cucumber each,Baby Carrots 1lb Bag,Russet Potatoes 5lb Bag,,
WMT_01339,Avocado Hass each,,,,
WMT_01034,Kraft Mac and Cheese Original 7.25oz,Campbells Tomato Soup 10.75oz,,,
WMT_45785,Great Value Large Eggs 12ct,,,,
WMT_07652,Philadelphia Original Cream Cheese 8oz,,,,
WMT_38105,Great Value American Cheese Slices 16oz,,,,
WMT_39448,Broccoli Crowns per lb,Heinz Tomato Ketchup 32oz,,,
WMT_01605,Great Value Unsalted Butter 1lb,,,,
WMT_01292,Great Value Penne Pasta 16oz,Green Bell Pepper each,Garlic Bulb 3-Pack,,
WMT_42120,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_42518,Garlic Bulb 3-Pack,Hunts Diced Tomatoes 14.5oz,,,
WMT_27179,Marketside Organic Bananas 3lb,Great Value Long Grain White Rice 5lb,,,
WMT_40970,Lemon each,,,,
WMT_36983,Heinz Tomato Ketchup 32oz,,,,
WMT_47491,Garlic Bulb 3-Pack,Great Value American Cheese Slices 16oz,,,
WMT_00091,Broccoli Crowns per lb,Celery Stalk bunch,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb,
WMT_21900,Great Value All Purpose Flour 5lb,,,,
WMT_38393,Russet Potatoes 5lb Bag,,,,
WMT_19255,Heinz Tomato Ketchup 32oz,,,,
WMT_00641,Marketside Shredded Cheddar 8oz,,,,
WMT_09213,Lemon each,Kraft Mac and Cheese Original 7.25oz,,,
WMT_32263,Kraft Mac and Cheese Original 7.25oz,Great Value Canola Oil 48oz,Great Value American Cheese Slices 16oz,,
WMT_42978,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb,,
WMT_39038,Avocado Hass each,,,,
WMT_17303,Russet Potatoes 5lb Bag,Great Value Chicken Broth 32oz,Great Value Whole Milk 1 Gal,,
WMT_18863,Marketside Baby Spinach 5oz,,,,
WMT_20772,Great Value Long Grain White Rice 5lb,,,,
WMT_42152,Great Value Spaghetti 16oz,,,,
WMT_05536,Roma Tomatoes per lb,Marketside Baby Spinach 5oz,,,
WMT_39098,Avocado Hass each,,,,
WMT_24444,Great Value All Purpose Flour 5lb,,,,
WMT_09481,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_15765,Marketside Baby Spinach 5oz,,,,
WMT_38874,Marketside Organic Bananas 3lb,Great Value Penne Pasta 16oz,,,
WMT_35573,Celery Stalk bunch,,,,
WMT_35332,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_27903,Lemon each,Great Value Sugar Granulated 4lb,,,
WMT_41868,Marketside Organic Bananas 3lb,Marketside Fresh Mozzarella 8oz,,,
WMT_49025,Cucumber each,,,,
WMT_49982,Amy's Organic Burrito Bean Cheese,,,,
WMT_33795,Yellow Onion 3lb Bag,,,,
WMT_17173,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_31384,Great Value Extra Virgin Olive Oil 17oz,Philadelphia Original Cream Cheese 8oz,,,
WMT_41425,Roma Tomatoes per lb,Great Value Canola Oil 48oz,,,
WMT_28160,Garlic Bulb 3-Pack,Great Value Chicken Broth 32oz,,,
WMT_18244,Marketside Shredded Cheddar 8oz,Tide Simply Liquid Laundry Det 46oz,,,
WMT_21880,Cucumber each,Baby Carrots 1lb Bag,Campbells Tomato Soup 10.75oz,Great Value Long Grain White Rice 5lb,Great Value Whole Milk 1 Gal
WMT_27433,Broccoli Crowns per lb,Cucumber each,,,
WMT_33010,Avocado Hass each,Great Value Large Eggs 12ct,Great Value Unsalted Butter 1lb,,
WMT_05473,Marketside Baby Spinach 5oz,,,,
WMT_28949,Kraft Mac and Cheese Original 7.25oz,Daisy Sour Cream 16oz,,,
WMT_11991,Philadelphia Original Cream Cheese 8oz,,,,
WMT_46382,Garlic Bulb 3-Pack,,,,
WMT_33623,Cucumber each,Roma Tomatoes per lb,Great Value Long Grain White Rice 5lb,,
WMT_41548,Lemon each,Great Value Canola Oil 48oz,,,
WMT_00375,Yellow Onion 3lb Bag,,,,
WMT_26249,Garlic Bulb 3-Pack,,,,
WMT_22351,Celery Stalk bunch,,,,
WMT_32262,Great Value Spaghetti 16oz,,,,
WMT_16510,Green Bell Pepper each,Hunts Diced Tomatoes 14.5oz,,,
WMT_38280,Great Value Chicken Broth 32oz,,,,
WMT_29585,Great Value Penne Pasta 16oz,,,,
WMT_07801,Marketside Baby Spinach 5oz,,,,
WMT_03128,Broccoli Crowns per lb,,,,
WMT_02468,Roma Tomatoes per lb,,,,
WMT_00435,Marketside Baby Spinach 5oz,Marketside Organic Bananas 3lb,,,
WMT_08084,Great Value All Purpose Flour 5lb,,,,
WMT_10019,Baby Carrots 1lb Bag,Great Value Long Grain White Rice 5lb,,,
WMT_07215,Marketside Shredded Cheddar 8oz,,,,
WMT_10863,Daisy Sour Cream 16oz,,,,
WMT_08748,Great Value All Purpose Flour 5lb,Campbells Tomato Soup 10.75oz,,,
WMT_39654,Yellow Onion 3lb Bag,Great Value Extra Virgin Olive Oil 17oz,Birds Eye Steamfresh Mixed Veggies 10oz,,
WMT_23259,Garlic Bulb 3-Pack,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_28349,Avocado Hass each,,,,
WMT_33109,Hunts Diced Tomatoes 14.5oz,Great Value Penne Pasta 16oz,,,
WMT_11295,Yellow Onion 3lb Bag,Great Value Long Grain White Rice 5lb,Great Value Unsalted Butter 1lb,Bounty Select-A-Size Paper Towels 8 Rolls,
WMT_17117,Roma Tomatoes per lb,,,,
WMT_28127,Great Value Long Grain White Rice 5lb,,,,
WMT_04896,Great Value Chicken Broth 32oz,,,,
WMT_27226,Russet Potatoes 5lb Bag,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_05768,Marketside Organic Bananas 3lb,Celery Stalk bunch,,,
WMT_49329,Russet Potatoes 5lb Bag,,,,
WMT_06170,Garlic Bulb 3-Pack,,,,
WMT_36785,Marketside Baby Spinach 5oz,,,,
WMT_41124,Broccoli Crowns per lb,Great Value Unsalted Butter 1lb,,,
WMT_25581,Celery Stalk bunch,,,,
WMT_45260,Garlic Bulb 3-Pack,,,,
WMT_49118,Broccoli Crowns per lb,,,,
WMT_32805,Great Value Unsalted Butter 1lb,,,,
WMT_39540,Great Value All Purpose Flour 5lb,,,,
WMT_16832,Russet Potatoes 5lb Bag,,,,
WMT_43384,Cucumber each,Great Value Long Grain White Rice 5lb,Celery Stalk bunch,,
WMT_28959,Marketside Shredded Cheddar 8oz,,,,
WMT_09546,Cucumber each,Roma Tomatoes per lb,,,
WMT_36319,Campbells Tomato Soup 10.75oz,,,,
WMT_36426,Great Value Long Grain White Rice 5lb,,,,
WMT_43740,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_28077,Russet Potatoes 5lb Bag,Great Value Spaghetti 16oz,,,
WMT_15004,Great Value Long Grain White Rice 5lb,,,,
WMT_17257,Great Value Canola Oil 48oz,Daisy Sour Cream 16oz,,,
WMT_14822,Marketside Organic Bananas 3lb,,,,
WMT_12242,Lemon each,,,,
WMT_38572,Marketside Baby Spinach 5oz,,,,
WMT_34550,Cucumber each,,,,
WMT_07881,Cucumber each,Russet Potatoes 5lb Bag,Great Value Large Eggs 12ct,,
WMT_35790,Great Value Canola Oil 48oz,,,,
WMT_04903,Russet Potatoes 5lb Bag,Campbells Tomato Soup 10.75oz,,,
WMT_03254,Great Value Canola Oil 48oz,Roma Tomatoes per lb,Russet Potatoes 5lb Bag,,
WMT_41311,Avocado Hass each,Great Value Chicken Broth 32oz,,,
WMT_29395,Green Bell Pepper each,,,,
WMT_18565,Great Value Unsalted Butter 1lb,Great Value 2% Reduced Fat Milk 1 Gal,,,
WMT_17895,Great Value Long Grain White Rice 5lb,,,,
WMT_27095,Yellow Onion 3lb Bag,,,,
WMT_39286,Kraft Mac and Cheese Original 7.25oz,Garlic Bulb 3-Pack,Yellow Onion 3lb Bag,,
WMT_28079,Marketside Baby Spinach 5oz,Celery Stalk bunch,,,
WMT_04892,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_01645,Avocado Hass each,Hunts Diced Tomatoes 14.5oz,,,
WMT_01815,Avocado Hass each,Lemon each,,,
WMT_07202,Broccoli Crowns per lb,,,,
WMT_15053,Great Value Greek Yogurt Plain 32oz,Great Value Toilet Paper 12 Rolls,,,
WMT_28094,Hunts Diced Tomatoes 14.5oz,,,,
WMT_39092,Great Value Penne Pasta 16oz,,,,
WMT_27211,Baby Carrots 1lb Bag,,,,
WMT_02050,Celery Stalk bunch,,,,
WMT_48465,Russet Potatoes 5lb Bag,,,,
WMT_28977,Great Value Whole Milk 1 Gal,,,,
WMT_32895,Marketside Baby Spinach 5oz,,,,
WMT_21392,Great Value Greek Yogurt Plain 32oz,Oreo Original Cookies 14.3oz,,,
WMT_23760,Great Value Long Grain White Rice 5lb,,,,
WMT_24923,Celery Stalk bunch,,,,
WMT_27713,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,,,
WMT_34855,Lemon each,Kraft Mac and Cheese Original 7.25oz,Philadelphia Original Cream Cheese 8oz,,
WMT_28041,Cucumber each,Great Value All Purpose Flour 5lb,,,
WMT_02903,Marketside Baby Spinach 5oz,,,,
WMT_04187,Great Value Long Grain White Rice 5lb,,,,
WMT_10253,Russet Potatoes 5lb Bag,,,,
WMT_45189,Avocado Hass each,Baby Carrots 1lb Bag,Great Value All Purpose Flour 5lb,Great Value Chicken Broth 32oz,
WMT_40425,Marketside Shredded Cheddar 8oz,,,,
WMT_26559,Hunts Diced Tomatoes 14.5oz,,,,
WMT_35508,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_42586,Baby Carrots 1lb Bag,Marketside Organic Bananas 3lb,,,
WMT_30842,Great Value All Purpose Flour 5lb,Great Value Canola Oil 48oz,,,
WMT_34224,Daisy Sour Cream 16oz,,,,
WMT_10761,Great Value Long Grain White Rice 5lb,,,,
WMT_12219,Great Value Spaghetti 16oz,Marketside Shredded Cheddar 8oz,,,
WMT_07966,Cucumber each,Celery Stalk bunch,,,
WMT_42188,Cucumber each,,,,
WMT_14893,Lemon each,,,,
WMT_14935,Heinz Tomato Ketchup 32oz,Green Bell Pepper each,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,
WMT_30184,Baby Carrots 1lb Bag,Roma Tomatoes per lb,,,
WMT_16579,Green Bell Pepper each,,,,
WMT_10858,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz,Great Value Greek Yogurt Plain 32oz,,
WMT_07859,Avocado Hass each,Baby Carrots 1lb Bag,Russet Potatoes 5lb Bag,Celery Stalk bunch,
WMT_34393,Roma Tomatoes per lb,Marketside Organic Bananas 3lb,Celery Stalk bunch,,
WMT_04203,Avocado Hass each,,,,
WMT_49125,Marketside Baby Spinach 5oz,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb,,
WMT_19709,Baby Carrots 1lb Bag,,,,
WMT_19662,Avocado Hass each,,,,
WMT_24072,Cucumber each,Hunts Diced Tomatoes 14.5oz,,,
WMT_37771,Marketside Organic Bananas 3lb,Great Value All Purpose Flour 5lb,,,
WMT_06459,Great Value Penne Pasta 16oz,Roma Tomatoes per lb,Celery Stalk bunch,,
WMT_29647,Roma Tomatoes per lb,Great Value Chicken Broth 32oz,,,
WMT_03175,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_42383,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_36714,Great Value Spaghetti 16oz,,,,
WMT_44905,Hunts Diced Tomatoes 14.5oz,,,,
WMT_21658,Great Value Greek Yogurt Plain 32oz,,,,
WMT_14331,Campbells Tomato Soup 10.75oz,Green Bell Pepper each,Garlic Bulb 3-Pack,,
WMT_00440,Broccoli Crowns per lb,Great Value Spaghetti 16oz,Great Value Canola Oil 48oz,,
WMT_26630,Yellow Onion 3lb Bag,Heinz Tomato Ketchup 32oz,,,
WMT_00635,Green Bell Pepper each,,,,
WMT_48130,Hunts Diced Tomatoes 14.5oz,,,,
WMT_19382,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_10565,Great Value Sugar Granulated 4lb,Daisy Sour Cream 16oz,,,
WMT_09614,Marketside Fresh Mozzarella 8oz,,,,
WMT_43738,Green Bell Pepper each,,,,
WMT_20548,Daisy Sour Cream 16oz,,,,
WMT_02155,Marketside Baby Spinach 5oz,,,,
WMT_43497,Great Value Sugar Granulated 4lb,,,,
WMT_26090,Broccoli Crowns per lb,Hunts Diced Tomatoes 14.5oz,,,
WMT_39549,Marketside Baby Spinach 5oz,,,,
WMT_31633,Great Value Chicken Broth 32oz,,,,
WMT_46291,Lemon each,,,,
WMT_06980,Green Bell Pepper each,Great Value Spaghetti 16oz,Daisy Sour Cream 16oz,,
WMT_41790,Great Value Penne Pasta 16oz,Baby Carrots 1lb Bag,Garlic Bulb 3-Pack,,
WMT_02195,Marketside Organic Bananas 3lb,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_29300,Great Value Whole Milk 1 Gal,,,,
WMT_17564,Russet Potatoes 5lb Bag,Hunts Diced Tomatoes 14.5oz,,,
WMT_29584,Garlic Bulb 3-Pack,Marketside Baby Spinach 5oz,Great Value Long Grain White Rice 5lb,,
WMT_00245,Great Value Chicken Broth 32oz,,,,
WMT_21535,Great Value Long Grain White Rice 5lb,,,,
WMT_31295,Avocado Hass each,Green Bell Pepper each,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag,
WMT_17189,Cucumber each,Baby Carrots 1lb Bag,,,
WMT_27416,Great Value All Purpose Flour 5lb,,,,
WMT_23466,Great Value Canola Oil 48oz,Daisy Sour Cream 16oz,,,
WMT_00223,Lemon each,,,,
WMT_26988,Green Bell Pepper each,Great Value Spaghetti 16oz,,,
WMT_04168,Garlic Bulb 3-Pack,Great Value Paper Towels 6 Double Rolls,,,
WMT_47311,Broccoli Crowns per lb,Lemon each,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb,
WMT_21756,Marketside Fresh Mozzarella 8oz,,,,
WMT_03008,Baby Carrots 1lb Bag,,,,
WMT_19979,Great Value Extra Virgin Olive Oil 17oz,Great Value Chicken Broth 32oz,,,
WMT_44241,Russet Potatoes 5lb Bag,,,,
WMT_12246,Yellow Onion 3lb Bag,,,,
WMT_11705,Great Value Sugar Granulated 4lb,Great Value Unsalted Butter 1lb,,,
WMT_43378,Avocado Hass each,Great Value Long Grain White Rice 5lb,,,
WMT_42826,Marketside Baby Spinach 5oz,Celery Stalk bunch,,,
WMT_24003,Great Value Extra Virgin Olive Oil 17oz,Heinz Tomato Ketchup 32oz,,,
WMT_37210,Broccoli Crowns per lb,Celery Stalk bunch,Great Value 80/20 Ground Beef 1lb,,
WMT_24580,Great Value Sugar Granulated 4lb,,,,
WMT_34697,Cucumber each,Campbells Tomato Soup 10.75oz,,,
WMT_10916,Russet Potatoes 5lb Bag,,,,
WMT_17444,Great Value Chicken Broth 32oz,,,,
WMT_30380,Great Value Penne Pasta 16oz,,,,
WMT_28066,Cucumber each,,,,
WMT_13806,Great Value Sugar Granulated 4lb,,,,
WMT_47932,Green Bell Pepper each,Baby Carrots 1lb Bag,,,
WMT_20035,Great Value Canola Oil 48oz,,,,
WMT_21019,Great Value Canola Oil 48oz,,,,
WMT_16792,Great Value Canola Oil 48oz,,,,
WMT_15306,Broccoli Crowns per lb,Yellow Onion 3lb Bag,,,
WMT_18256,Great Value Canola Oil 48oz,,,,
WMT_17226,Great Value Whole Milk 1 Gal,,,,
WMT_45889,Baby Carrots 1lb Bag,Great Value Canola Oil 48oz,Heinz Tomato Ketchup 32oz,,
WMT_40821,Great Value Chicken Broth 32oz,Great Value Frozen Pizza Pepperoni 12in,,,
WMT_02703,Philadelphia Original Cream Cheese 8oz,,,,
WMT_12844,Marketside Baby Spinach 5oz,Great Value 2% Reduced Fat Milk 1 Gal,,,
WMT_13201,Garlic Bulb 3-Pack,,,,
WMT_47427,Cucumber each,,,,
WMT_44409,Avocado Hass each,Marketside Organic Bananas 3lb,,,
WMT_17684,Great Value Greek Yogurt Plain 32oz,,,,
WMT_14292,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_38554,Great Value Spaghetti 16oz,,,,
WMT_34341,Yellow Onion 3lb Bag,Campbells Tomato Soup 10.75oz,Ritz Original Crackers 13.7oz,,
WMT_23758,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_08427,Hunts Diced Tomatoes 14.5oz,,,,
WMT_19791,Cucumber each,Roma Tomatoes per lb,Great Value Long Grain White Rice 5lb,Great Value Large Eggs 12ct,
WMT_40021,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_47032,Marketside Fresh Mozzarella 8oz,,,,
WMT_03951,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,,,
WMT_17426,Lemon each,,,,
WMT_00041,Hunts Diced Tomatoes 14.5oz,Green Bell Pepper each,Yellow Onion 3lb Bag,,
WMT_27502,Great Value Chicken Broth 32oz,Cucumber each,Celery Stalk bunch,,
WMT_26943,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag,,,
WMT_30784,Great Value Extra Virgin Olive Oil 17oz,Heinz Tomato Ketchup 32oz,,,
WMT_00423,Great Value Chicken Broth 32oz,,,,
WMT_28616,Great Value 2% Reduced Fat Milk 1 Gal,Daisy Sour Cream 16oz,,,
WMT_32626,Great Value Sugar Granulated 4lb,Great Value Whole Milk 1 Gal,,,
WMT_37135,Philadelphia Original Cream Cheese 8oz,,,,
WMT_35343,Great Value Long Grain White Rice 5lb,Marketside Shredded Cheddar 8oz,,,
WMT_43411,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_34924,Celery Stalk bunch,,,,
WMT_29013,Tilapia Fillets per lb,,,,
WMT_02555,Heinz Tomato Ketchup 32oz,Daisy Sour Cream 16oz,,,
WMT_11653,Great Value Extra Virgin Olive Oil 17oz,Heinz Tomato Ketchup 32oz,,,
WMT_35971,Avocado Hass each,Yellow Onion 3lb Bag,,,
WMT_04456,Great Value Sugar Granulated 4lb,,,,
WMT_02765,Marketside Baby Spinach 5oz,,,,
WMT_30747,Lemon each,Oreo Original Cookies 14.3oz,,,
